gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic
008606,000003,03/31/1964,02/28/2017,S&P 500 Comp-Ltd,I0003,PITNEY BOWES INC,PBI
001976,000003,03/31/1964,07/04/2017,S&P 500 Comp-Ltd,I0003,BAKER HUGHES INC,BHI
004087,000003,03/31/1964,08/31/2017,S&P 500 Comp-Ltd,I0003,DU PONT (E I) DE NEMOURS,DD.2
008264,000003,03/31/1964,01/17/2019,S&P 500 Comp-Ltd,I0003,PG&E CORP,PCG
005234,000003,03/31/1964,02/26/2019,S&P 500 Comp-Ltd,I0003,GOODYEAR TIRE & RUBBER CO,GT
004060,000003,03/31/1964,06/02/2019,S&P 500 Comp-Ltd,I0003,DUPONT DE NEMOURS INC,DD
010983,000003,03/31/1964,04/02/2020,S&P 500 Comp-Ltd,I0003,RAYTHEON TECHNOLOGIES CORP,RTX
008972,000003,03/31/1964,04/05/2020,S&P 500 Comp-Ltd,I0003,RAYTHEON CO,RTN
009667,000003,06/30/1964,,S&P 500 Comp-Ltd,I0003,SHERWIN-WILLIAMS CO,SHW
010576,000003,06/30/1964,01/15/2001,S&P 500 Comp-Ltd,I0003,TIME WARNER INC-OLD,TWX.1
004076,000003,09/30/1964,08/31/1968,S&P 500 Comp-Ltd,I0003,DREXEL ENTERPRISES INC-UTAH,DRX.1
011274,000003,09/30/1964,11/30/1987,S&P 500 Comp-Ltd,I0003,WALTER (JIM) CORP,JWC.
005824,000003,09/30/1964,01/29/1998,S&P 500 Comp-Ltd,I0003,PEPSIAMERICAS INC,PAS
002698,000003,12/31/1964,05/31/1976,S&P 500 Comp-Ltd,I0003,CANADIAN PACIFIC RAILWAY LTD,CP
003650,000003,03/31/1965,,S&P 500 Comp-Ltd,I0003,CUMMINS INC,CMI
004321,000003,03/31/1965,,S&P 500 Comp-Ltd,I0003,EMERSON ELECTRIC CO,EMR
009465,000003,03/31/1965,,S&P 500 Comp-Ltd,I0003,SCHLUMBERGER LTD,SLB
003480,000003,03/31/1965,08/31/1968,S&P 500 Comp-Ltd,I0003,CERIDIAN CORP,4622B
005088,000003,03/31/1965,05/31/1973,S&P 500 Comp-Ltd,I0003,GENERAL STEEL INDS,GSI.2
004979,000003,03/31/1965,11/30/1976,S&P 500 Comp-Ltd,I0003,GAMBLE-SKOGMO,WIX1
006486,000003,03/31/1965,11/30/1980,S&P 500 Comp-Ltd,I0003,KOEHRING CO,KOE.
006276,000003,03/31/1965,09/30/1984,S&P 500 Comp-Ltd,I0003,JONATHAN LOGAN INC,JOL.
004654,000003,06/30/1965,05/31/1973,S&P 500 Comp-Ltd,I0003,FINANCIAL FEDERATION,FFI.1
010897,000003,06/30/1965,05/31/1973,S&P 500 Comp-Ltd,I0003,UNITED FINANCIAL OF CALIF,UFL
004940,000003,06/30/1965,02/28/1975,S&P 500 Comp-Ltd,I0003,G-I HOLDINGS INC,5876C
005895,000003,06/30/1965,05/31/1976,S&P 500 Comp-Ltd,I0003,IMPERIAL CORP OF AMERICA,ICA.
004688,000003,06/30/1965,07/31/1983,S&P 500 Comp-Ltd,I0003,FIRST CHARTER FINANCIAL,FCF.1
005321,000003,06/30/1965,07/01/1997,S&P 500 Comp-Ltd,I0003,GREAT WESTERN FINANCIAL,GWF.
010823,000003,09/30/1965,05/31/1973,S&P 500 Comp-Ltd,I0003,UV INDUSTRIES INC LIQ TRUST,UV
009117,000003,12/31/1965,05/31/1973,S&P 500 Comp-Ltd,I0003,RHEINGOLD CORP,RG.2
003506,000003,12/31/1965,08/11/1981,S&P 500 Comp-Ltd,I0003,COPELAND CORP,CRF.3
001596,000003,12/31/1965,09/30/1984,S&P 500 Comp-Ltd,I0003,AMERIFIN CORP,AFN.3
007155,000003,12/31/1965,08/03/1997,S&P 500 Comp-Ltd,I0003,MCDONNELL DOUGLAS CORP,MD.1
010580,000003,12/31/1965,06/12/2000,S&P 500 Comp-Ltd,I0003,TIMES MIRROR CO  -SER A,TMC
001753,000003,03/31/1966,02/28/1970,S&P 500 Comp-Ltd,I0003,ARMADA CORP,3AMDA
007784,000003,06/30/1966,05/31/1970,S&P 500 Comp-Ltd,I0003,NATIONAL UNION ELECTRIC CORP,NUM.
005856,000003,06/30/1966,02/29/1976,S&P 500 Comp-Ltd,I0003,I-T-E IMPERIAL CORP,ITE.
002434,000003,06/30/1966,11/30/1980,S&P 500 Comp-Ltd,I0003,BROWN CO,BWN.1
008828,000003,06/30/1966,07/31/1982,S&P 500 Comp-Ltd,I0003,PUREX INDUSTRIES INC,PRX.1
007099,000003,06/30/1966,09/05/1996,S&P 500 Comp-Ltd,I0003,VARITY CORP,VAT
004189,000003,09/30/1966,11/01/2000,S&P 500 Comp-Ltd,I0003,EASTERN ENTERPRISES,EFU.1
009316,000003,12/31/1966,05/31/1974,S&P 500 Comp-Ltd,I0003,SCM CORP,SCM.2
011115,000003,12/31/1966,11/30/1974,S&P 500 Comp-Ltd,I0003,VARIAN MEDICAL SYSTEMS INC,VAR
002328,000003,12/31/1966,05/31/1976,S&P 500 Comp-Ltd,I0003,NSTAR,NST
005870,000003,12/31/1966,05/31/1976,S&P 500 Comp-Ltd,I0003,IDACORP INC,IDA
008804,000003,12/31/1966,05/31/1976,S&P 500 Comp-Ltd,I0003,NEW CENTURY ENERGIES INC,NCE.1
010860,000003,12/31/1966,05/31/1976,S&P 500 Comp-Ltd,I0003,AMEREN CORP,AEE
010495,000003,12/31/1966,09/30/1983,S&P 500 Comp-Ltd,I0003,TEXAS GAS TRANSMISSION LLC,4093A
010490,000003,12/31/1966,03/31/1989,S&P 500 Comp-Ltd,I0003,TEXAS EASTERN CORP,PEL4
002729,000003,12/31/1966,02/11/1996,S&P 500 Comp-Ltd,I0003,CAPITAL CITIES/ABC INC,CCB.2
010391,000003,03/31/1967,11/15/2007,S&P 500 Comp-Ltd,I0003,TEKTRONIX INC,TEK.1
004536,000003,06/30/1967,02/28/1973,S&P 500 Comp-Ltd,I0003,FACTOR (MAX) CO-CL A,FAC.2
005574,000003,06/30/1967,02/28/1973,S&P 500 Comp-Ltd,I0003,HELENE CURTIS INDS,HC.
009104,000003,06/30/1967,10/31/1985,S&P 500 Comp-Ltd,I0003,REVLON INC  -OLD,4640A
002987,000003,06/30/1967,01/31/1987,S&P 500 Comp-Ltd,I0003,CHESEBROUGH-POND'S INC,CBM.4
005361,000003,06/30/1967,04/15/1994,S&P 500 Comp-Ltd,I0003,GRUMMAN CORP,GQ.1
001608,000003,06/30/1967,04/04/1999,S&P 500 Comp-Ltd,I0003,AMP INC,AMP.2
001920,000003,06/30/1967,03/22/2015,S&P 500 Comp-Ltd,I0003,AVON PRODUCTS,AVP
002574,000003,09/30/1967,,S&P 500 Comp-Ltd,I0003,CSX CORP,CSX
010809,000003,09/30/1967,05/31/1970,S&P 500 Comp-Ltd,I0003,UNC INC,UNC
006381,000003,09/30/1967,11/30/1973,S&P 500 Comp-Ltd,I0003,KELSEY HAYES CO-OLD,KW.
008501,000003,09/30/1967,05/31/1977,S&P 500 Comp-Ltd,I0003,PET INC-OLD,PET.1
005328,000003,09/30/1967,02/28/1979,S&P 500 Comp-Ltd,I0003,GREEN GIANT CO,GG.1
004521,000003,09/30/1967,07/31/1984,S&P 500 Comp-Ltd,I0003,FABERGE INC,FBG.
009320,000003,09/30/1967,01/31/1985,S&P 500 Comp-Ltd,I0003,SFN COS INC,SFN.
003568,000003,09/30/1967,06/30/1985,S&P 500 Comp-Ltd,I0003,COX COMMUNICATIONS INC -OLD,COX.
006861,000003,09/30/1967,11/30/1990,S&P 500 Comp-Ltd,I0003,MCA INC,MCA.1
009963,000003,09/30/1967,12/11/2000,S&P 500 Comp-Ltd,I0003,SPRINGS INDUSTRIES  -CL A,SMI.1
003200,000003,12/31/1967,05/31/1970,S&P 500 Comp-Ltd,I0003,COLTEC INDUSTRIES,COT.2
009463,000003,12/31/1967,05/31/1982,S&P 500 Comp-Ltd,I0003,SCHLITZ (JOS.) BREWING CO,SLZ.
005148,000003,12/31/1967,01/31/1984,S&P 500 Comp-Ltd,I0003,GETTY OIL CO,GET.2
005696,000003,03/31/1968,08/31/1968,S&P 500 Comp-Ltd,I0003,HOOKER CHEMICAL CORP,OXY.1
186938,000003,03/31/1968,02/28/1969,S&P 500 Comp-Ltd,I0003,PIKE CORP OF AMERICA,PKA
011413,000003,03/31/1968,05/31/1976,S&P 500 Comp-Ltd,I0003,WESTERN PACIFIC INDUSTRIES,DHR1
005163,000003,03/31/1968,07/31/1982,S&P 500 Comp-Ltd,I0003,GIDDINGS & LEWIS INC,GID.
001098,000003,03/31/1968,07/02/1992,S&P 500 Comp-Ltd,I0003,ACME-CLEVELAND CORP,AMT.1
008537,000003,03/31/1968,11/27/1997,S&P 500 Comp-Ltd,I0003,CITIGROUP GLOBAL MKTS HLDGS,C2
003851,000003,03/31/1968,08/18/2005,S&P 500 Comp-Ltd,I0003,DELTA AIR LINES INC,DAL
007076,000003,06/30/1968,05/31/1970,S&P 500 Comp-Ltd,I0003,MARTIN MARIETTA ALUM INC-OLD,MMA.2
004458,000003,06/30/1968,02/28/1974,S&P 500 Comp-Ltd,I0003,ESSEX INTL INC,EXC.3
010017,000003,06/30/1968,05/31/1976,S&P 500 Comp-Ltd,I0003,STANRAY CORP,SRY.
005468,000003,06/30/1968,10/31/1991,S&P 500 Comp-Ltd,I0003,HARCOURT BRACE JOVANOVICH,HBJ
002433,000003,06/30/1968,06/30/1992,S&P 500 Comp-Ltd,I0003,BNS HOLDING CO,BNSSA
002393,000003,06/30/1968,04/02/2001,S&P 500 Comp-Ltd,I0003,BRIGGS & STRATTON,BGG
007260,000003,06/30/1968,01/03/2011,S&P 500 Comp-Ltd,I0003,MEREDITH CORP,MDP
002724,000003,09/30/1968,05/31/1969,S&P 500 Comp-Ltd,I0003,CANTEEN CORP,CANT
009487,000003,09/30/1968,05/31/1969,S&P 500 Comp-Ltd,I0003,SCIENTIFIC DATA SYSTEMS INC,SDS.1
002456,000003,09/30/1968,02/28/1970,S&P 500 Comp-Ltd,I0003,BUDGET INDUSTRIES INC,BGT.1
001428,000003,09/30/1968,05/31/1970,S&P 500 Comp-Ltd,I0003,AMERICAN CREDIT,ACR.3
003535,000003,09/30/1968,02/28/1971,S&P 500 Comp-Ltd,I0003,CORONET INDUSTRIES INC,CID.3
006523,000003,09/30/1968,08/31/1972,S&P 500 Comp-Ltd,I0003,VALHI INC-OLD,VHI.1
122147,000003,09/30/1968,08/31/1972,S&P 500 Comp-Ltd,I0003,READING CO,RDG.1
005349,000003,09/30/1968,11/30/1975,S&P 500 Comp-Ltd,I0003,GROLIER INC,6050B
011130,000003,09/30/1968,11/30/1975,S&P 500 Comp-Ltd,I0003,VENDO CO,VEN.1
008502,000003,09/30/1968,05/31/1978,S&P 500 Comp-Ltd,I0003,PETER PAUL INC,PPI.1
005462,000003,09/30/1968,02/28/1979,S&P 500 Comp-Ltd,I0003,HANES CORP,HNS
009618,000003,09/30/1968,02/28/1979,S&P 500 Comp-Ltd,I0003,SERVOMATION CORP,SVM.1
006914,000003,09/30/1968,02/28/1981,S&P 500 Comp-Ltd,I0003,MACKE CO,MAK.1
010837,000003,09/30/1968,02/28/1981,S&P 500 Comp-Ltd,I0003,UNIDYNAMICS CORP,UD
014097,000003,09/30/1968,11/30/1984,S&P 500 Comp-Ltd,I0003,ARAMARK CORP  -CL B,4774B
009234,000003,09/30/1968,03/31/1988,S&P 500 Comp-Ltd,I0003,ROPER CORP,ROP.1
001062,000003,09/30/1968,07/31/1989,S&P 500 Comp-Ltd,I0003,ASA GOLD AND PRECIOUS METALS,ASA
007148,000003,12/31/1968,08/31/1975,S&P 500 Comp-Ltd,I0003,MCCRORY CORP,1219A
007021,000003,12/31/1968,05/31/1976,S&P 500 Comp-Ltd,I0003,MARCOR INC,MOB2
005848,000003,12/31/1968,08/31/1981,S&P 500 Comp-Ltd,I0003,IBP INC,IBP.1
003928,000003,12/31/1968,10/31/1982,S&P 500 Comp-Ltd,I0003,DIAMOND INTERNATIONAL CORP,DN
007082,000003,12/31/1968,08/31/1983,S&P 500 Comp-Ltd,I0003,MARYLAND CUP CORP,MDC.2
003121,000003,03/31/1969,,S&P 500 Comp-Ltd,I0003,CLOROX CO/DE,CLX
005071,000003,03/31/1969,,S&P 500 Comp-Ltd,I0003,GENERAL MILLS INC,GIS
003919,000003,03/31/1969,08/31/1972,S&P 500 Comp-Ltd,I0003,DIAL CORP,DFC.1
009405,000003,03/31/1969,02/28/1982,S&P 500 Comp-Ltd,I0003,SANTA FE INTERNATIONAL,SAF.2
006819,000003,03/31/1969,10/22/1997,S&P 500 Comp-Ltd,I0003,LOUISIANA LAND & EXPLORATION,LLX.
010156,000003,03/31/1969,10/04/2012,S&P 500 Comp-Ltd,I0003,SUNOCO INC,SUN.1
007881,000003,06/30/1969,,S&P 500 Comp-Ltd,I0003,NEWMONT CORP,NEM
006682,000003,06/30/1969,05/31/1976,S&P 500 Comp-Ltd,I0003,JEFFERIES FINANCIAL GRP INC,JEF
001409,000003,06/30/1969,12/31/1985,S&P 500 Comp-Ltd,I0003,AMERICAN BROADCASTING,ABC.2
003480,000003,06/30/1969,04/01/2001,S&P 500 Comp-Ltd,I0003,CERIDIAN CORP,4622B
005245,000003,09/30/1969,09/30/1988,S&P 500 Comp-Ltd,I0003,GOULD INC,GLD.3
003593,000003,03/31/1970,05/31/1976,S&P 500 Comp-Ltd,I0003,CREDITHRIFT FINANCIAL-OLD,CRD.2
009451,000003,03/31/1970,05/31/1976,S&P 500 Comp-Ltd,I0003,SCHAEFER (F.&M.) CORP,SFR.1
009819,000003,03/31/1970,05/31/1976,S&P 500 Comp-Ltd,I0003,SOO LINE CORP,SOO
005605,000003,03/31/1970,09/30/1982,S&P 500 Comp-Ltd,I0003,HEUBLEIN INC,HBL
007154,000003,06/30/1970,,S&P 500 Comp-Ltd,I0003,MCDONALD'S CORP,MCD
006394,000003,06/30/1970,08/31/1971,S&P 500 Comp-Ltd,I0003,KENTUCKY FRIED CHICKEN-DEL,KFC.
011047,000003,06/30/1970,05/31/1974,S&P 500 Comp-Ltd,I0003,URIS BUILDINGS CORP,URB.1
009812,000003,06/30/1970,11/30/1976,S&P 500 Comp-Ltd,I0003,SONESTA INTL HOTELS  -CL A,SNSTA
010587,000003,06/30/1970,02/28/1977,S&P 500 Comp-Ltd,I0003,TISHMAN REALTY & CONSTRUCTN,TIS.2
004945,000003,06/30/1970,11/30/1978,S&P 500 Comp-Ltd,I0003,GDV INC,GDVI.1
005754,000003,06/30/1970,05/31/1980,S&P 500 Comp-Ltd,I0003,HOWARD JOHNSON CO,HJ
004470,000003,06/30/1970,03/31/1984,S&P 500 Comp-Ltd,I0003,EVANS PRODUCTS CO,4599B
009581,000003,06/30/1970,12/31/1984,S&P 500 Comp-Ltd,I0003,SEDCO INC,SED.1
005187,000003,06/30/1970,12/31/1985,S&P 500 Comp-Ltd,I0003,GLOBALSANTAFE CORP,GSF.2
006351,000003,06/30/1970,02/28/1989,S&P 500 Comp-Ltd,I0003,SUNAMERICA INC,SAI.1
005662,000003,06/30/1970,01/31/1990,S&P 500 Comp-Ltd,I0003,HOLIDAY CORP,HIA.1
007063,000003,06/30/1970,09/30/1993,S&P 500 Comp-Ltd,I0003,HOST HOTELS & RESORTS INC,HST
002917,000003,06/30/1970,06/18/2000,S&P 500 Comp-Ltd,I0003,CHAMPION INTERNATIONAL CORP,CHA.3
008692,000003,06/30/1970,07/08/2001,S&P 500 Comp-Ltd,I0003,POTLATCHDELTIC CORP,PCH
005643,000003,06/30/1970,10/24/2007,S&P 500 Comp-Ltd,I0003,HILTON WORLDWIDE HOLDINGS,HLT
002290,000003,06/30/1970,06/22/2008,S&P 500 Comp-Ltd,I0003,OFFICEMAX INC,OMX
007697,000003,09/30/1970,05/31/1976,S&P 500 Comp-Ltd,I0003,NATIONAL AIRLINES INC,NAL.2
006730,000003,12/31/1970,,S&P 500 Comp-Ltd,I0003,LILLY (ELI) & CO,LLY
005657,000003,12/31/1970,02/28/1977,S&P 500 Comp-Ltd,I0003,HOERNER WALDORF CORP,HWC.1
007131,000003,03/31/1971,05/31/1981,S&P 500 Comp-Ltd,I0003,MAYER (OSCAR) & CO,OMC.
001239,000003,03/31/1971,11/16/2006,S&P 500 Comp-Ltd,I0003,ALBERTO-CULVER CO,ACV.1
004790,000003,06/30/1971,08/31/1972,S&P 500 Comp-Ltd,I0003,FLORIDA EAST COAST INDS,FLA
007984,000003,06/30/1971,11/30/1978,S&P 500 Comp-Ltd,I0003,NORTHGATE MINERALS CORP,NXG
005172,000003,09/30/1971,02/28/1982,S&P 500 Comp-Ltd,I0003,GINO'S INC,GNO.1
008005,000003,09/30/1971,08/31/1983,S&P 500 Comp-Ltd,I0003,NORTON SIMON INC,4033A
007152,000003,09/30/1971,08/19/2003,S&P 500 Comp-Ltd,I0003,MCDERMOTT INTL INC,MDRIQ
008937,000003,12/31/1971,12/20/1989,S&P 500 Comp-Ltd,I0003,RAMADA INC,RAM.3
008974,000003,03/31/1972,07/31/1989,S&P 500 Comp-Ltd,I0003,R & B FALCON CORP,FLC.2
006038,000003,03/31/1972,07/12/1993,S&P 500 Comp-Ltd,I0003,INTERLAKE CORP,IK
002086,000003,09/30/1972,,S&P 500 Comp-Ltd,I0003,BAXTER INTERNATIONAL INC,BAX
002111,000003,09/30/1972,,S&P 500 Comp-Ltd,I0003,BECTON DICKINSON & CO,BDX
007116,000003,09/30/1972,02/28/1975,S&P 500 Comp-Ltd,I0003,MATTEL INC,MAT
005744,000003,09/30/1972,05/31/1976,S&P 500 Comp-Ltd,I0003,HOUSTON PIPE LINE CO,ENRNQ1
007733,000003,09/30/1972,05/31/1976,S&P 500 Comp-Ltd,I0003,NATIONAL FUEL GAS CO,NFG
005872,000003,09/30/1972,07/31/1982,S&P 500 Comp-Ltd,I0003,IDEAL TOY CORP,ID.1
002839,000003,09/30/1972,10/31/1983,S&P 500 Comp-Ltd,I0003,CENTEL CORP,CNT.4
003473,000003,09/30/1972,10/31/1983,S&P 500 Comp-Ltd,I0003,CONTEL CORP,CTC.1
010984,000003,09/30/1972,10/31/1983,S&P 500 Comp-Ltd,I0003,SPRINT CORP,S
007413,000003,09/30/1972,08/31/1984,S&P 500 Comp-Ltd,I0003,MILTON BRADLEY CO,MB.1
003869,000003,09/30/1972,12/31/1984,S&P 500 Comp-Ltd,I0003,DENNY'S INC,DEN.1
001481,000003,09/30/1972,10/31/1985,S&P 500 Comp-Ltd,I0003,AMERICAN HOSPITAL SUPPLY,AHS.1
003015,000003,03/31/1973,05/31/1976,S&P 500 Comp-Ltd,I0003,CHRIS-CRAFT INDS,CCN.2
008875,000003,03/31/1973,09/30/1982,S&P 500 Comp-Ltd,I0003,QUESTOR CORP,IQ.1
005458,000003,03/31/1973,03/07/1996,S&P 500 Comp-Ltd,I0003,HANDLEMAN CO,HDLM
008202,000003,03/31/1973,09/30/1996,S&P 500 Comp-Ltd,I0003,OUTBOARD MARINE CORP,9975B
002444,000003,03/31/1973,06/22/2008,S&P 500 Comp-Ltd,I0003,BRUNSWICK CORP,BC
010332,000003,03/31/1973,06/30/2011,S&P 500 Comp-Ltd,I0003,RS LEGACY CORP,RSHCQ
006266,000003,06/30/1973,,S&P 500 Comp-Ltd,I0003,JOHNSON & JOHNSON,JNJ
003466,000003,06/30/1973,08/31/1975,S&P 500 Comp-Ltd,I0003,CONTINENTAL MTG INVESTORS,CMI.2
003735,000003,06/30/1973,08/31/1975,S&P 500 Comp-Ltd,I0003,DANAHER CORP,DHR
004512,000003,06/30/1973,08/31/1975,S&P 500 Comp-Ltd,I0003,FMI FINANCIAL CORP,FMIF
005563,000003,06/30/1973,05/31/1976,S&P 500 Comp-Ltd,I0003,HEILEMAN (G) BREWING  -OLD,GHB
007091,000003,06/30/1973,05/31/1976,S&P 500 Comp-Ltd,I0003,MASSMUTUAL MTG & RLTY INVS,MML.1
009625,000003,06/30/1973,05/31/1976,S&P 500 Comp-Ltd,I0003,745 PROPERTY INVESTMENTS,2890A
010744,000003,06/30/1973,05/31/1976,S&P 500 Comp-Ltd,I0003,TRITON GROUP LTD  -OLD,TGL.1
005775,000003,06/30/1973,03/31/1987,S&P 500 Comp-Ltd,I0003,HUGHES TOOL CO,HT.
001194,000003,06/30/1973,09/30/1998,S&P 500 Comp-Ltd,I0003,AHMANSON (H F) & CO,AHM.1
002796,000003,09/30/1973,01/31/1991,S&P 500 Comp-Ltd,I0003,BROADWAY STORES INC,BWY.1
005125,000003,12/31/1973,,S&P 500 Comp-Ltd,I0003,GENUINE PARTS CO,GPC
007534,000003,12/31/1973,05/31/1977,S&P 500 Comp-Ltd,I0003,MONROE AUTO EQUIPMENT CO,MAE.1
004204,000003,12/31/1973,07/09/1998,S&P 500 Comp-Ltd,I0003,ECHLIN INC,ECH.1
002129,000003,03/31/1974,11/30/1980,S&P 500 Comp-Ltd,I0003,BELDEN CORP,BEL.1
013990,000003,06/30/1974,05/31/1979,S&P 500 Comp-Ltd,I0003,WARNACO GROUP INC,WRC
010510,000003,06/30/1974,11/30/1981,S&P 500 Comp-Ltd,I0003,TEXASGULF INC,TG.2
009002,000003,06/30/1974,09/30/1988,S&P 500 Comp-Ltd,I0003,REDMAN INDUSTRIES INC,RDMN
010950,000003,06/30/1974,03/31/1991,S&P 500 Comp-Ltd,I0003,U S HOME CORP,UH
009761,000003,06/30/1974,07/30/1995,S&P 500 Comp-Ltd,I0003,SKYLINE CORP,SKY.1
004768,000003,06/30/1974,01/30/2000,S&P 500 Comp-Ltd,I0003,FLEETWOOD ENTERPRISES INC,FLTWQ
007990,000003,09/30/1974,05/31/1976,S&P 500 Comp-Ltd,I0003,NORTHWEST ENERGY,NWP.
005606,000003,12/31/1974,,S&P 500 Comp-Ltd,I0003,HP INC,HPQ
011050,000003,12/31/1974,11/30/1976,S&P 500 Comp-Ltd,I0003,UTAH INTERNATIONAL INC,UC.1
010540,000003,12/31/1974,08/02/2004,S&P 500 Comp-Ltd,I0003,THOMAS & BETTS CORP,TNB
006821,000003,12/31/1974,11/09/2006,S&P 500 Comp-Ltd,I0003,LOUISIANA-PACIFIC CORP,LPX
008488,000003,12/31/1974,11/23/2008,S&P 500 Comp-Ltd,I0003,APPLIED BIOSYSTEMS INC,ABI.3
011506,000003,03/31/1975,,S&P 500 Comp-Ltd,I0003,WILLIAMS COS INC,WMB
002122,000003,03/31/1975,09/30/1985,S&P 500 Comp-Ltd,I0003,BEKER INDUSTRIES,BKI910
010608,000003,03/31/1975,04/30/1991,S&P 500 Comp-Ltd,I0003,TONKA CORP,TKA.
004719,000003,03/31/1975,10/22/1995,S&P 500 Comp-Ltd,I0003,CHEMFIRST INC,CEM.2
006096,000003,03/31/1975,10/17/2000,S&P 500 Comp-Ltd,I0003,MALLINCKRODT INC,MKG
002044,000003,06/30/1975,01/02/2018,S&P 500 Comp-Ltd,I0003,BARD (C.R.) INC,BCR
001387,000003,09/30/1975,11/30/1978,S&P 500 Comp-Ltd,I0003,AMERICAN AIR FILTER INC,AAF.1
004417,000003,09/30/1975,02/28/1982,S&P 500 Comp-Ltd,I0003,ENVIROTECH CORP,EVT.1
011459,000003,09/30/1975,01/31/1983,S&P 500 Comp-Ltd,I0003,WHEELABRATOR-FRYE,WFI.1
008407,000003,09/30/1975,09/30/1985,S&P 500 Comp-Ltd,I0003,PEABODY INTERNATIONAL CORP,PBD.1
002439,000003,09/30/1975,08/01/1999,S&P 500 Comp-Ltd,I0003,BROWNING-FERRIS INDS,BFI.
004207,000003,12/31/1975,04/30/1986,S&P 500 Comp-Ltd,I0003,ECKERD CORP,ECK.1
013961,000003,12/31/1975,11/30/1986,S&P 500 Comp-Ltd,I0003,REVCO D.S. INC,RXR.1
011284,000003,12/31/1975,07/31/1989,S&P 500 Comp-Ltd,I0003,WARNER COMMUNICATIONS INC,WCI.1
003955,000003,12/31/1975,06/11/1998,S&P 500 Comp-Ltd,I0003,DIGITAL EQUIPMENT,DEC.1
009155,000003,12/31/1975,07/26/2000,S&P 500 Comp-Ltd,I0003,RITE AID CORP,RAD
006475,000003,12/31/1975,06/27/2006,S&P 500 Comp-Ltd,I0003,KNIGHT-RIDDER INC,KRI
004988,000003,12/31/1975,06/01/2017,S&P 500 Comp-Ltd,I0003,TEGNA INC,TGNA
006078,000003,03/31/1976,,S&P 500 Comp-Ltd,I0003,INTL FLAVORS & FRAGRANCES,IFF
008621,000003,03/31/1976,11/30/1977,S&P 500 Comp-Ltd,I0003,PIZZA HUT INC,PIZ.
003613,000003,03/31/1976,05/31/1981,S&P 500 Comp-Ltd,I0003,CROUSE-HINDS CO,CHI.1
002272,000003,03/31/1976,10/31/1984,S&P 500 Comp-Ltd,I0003,BLUE BELL INC,BBL.1
006834,000003,03/31/1976,05/31/1988,S&P 500 Comp-Ltd,I0003,LUCKY STORES INC,LKS
007672,000003,03/31/1976,06/30/1989,S&P 500 Comp-Ltd,I0003,NORTHWEST AIRLINES CORP,NWA
002255,000003,03/31/1976,03/14/2010,S&P 500 Comp-Ltd,I0003,BLACK & DECKER CORP,BDK
001447,000003,06/30/1976,,S&P 500 Comp-Ltd,I0003,AMERICAN EXPRESS CO,AXP
002547,000003,06/30/1976,,S&P 500 Comp-Ltd,I0003,CIGNA CORP,CI
002968,000003,06/30/1976,,S&P 500 Comp-Ltd,I0003,JPMORGAN CHASE & CO,JPM
003505,000003,06/30/1976,,S&P 500 Comp-Ltd,I0003,MOLSON COORS BEVERAGE CO,TAP
003980,000003,06/30/1976,,S&P 500 Comp-Ltd,I0003,DISNEY (WALT) CO,DIS
004093,000003,06/30/1976,,S&P 500 Comp-Ltd,I0003,DUKE ENERGY CORP,DUK
004517,000003,06/30/1976,,S&P 500 Comp-Ltd,I0003,NEXTERA ENERGY INC,NEE
006742,000003,06/30/1976,,S&P 500 Comp-Ltd,I0003,LINCOLN NATIONAL CORP,LNC
007647,000003,06/30/1976,,S&P 500 Comp-Ltd,I0003,BANK OF AMERICA CORP,BAC
008007,000003,06/30/1976,,S&P 500 Comp-Ltd,I0003,WELLS FARGO & CO,WFC
005966,000003,06/30/1976,11/30/1978,S&P 500 Comp-Ltd,I0003,INLAND CONTAINER CORP,IN.4
004508,000003,06/30/1976,02/28/1979,S&P 500 Comp-Ltd,I0003,FDS HOLDING CO,FDSH
005654,000003,06/30/1976,05/31/1981,S&P 500 Comp-Ltd,I0003,HOBART CORP,HOB
005843,000003,06/30/1976,05/31/1982,S&P 500 Comp-Ltd,I0003,INA CORP,INA.1
007174,000003,06/30/1976,08/31/1982,S&P 500 Comp-Ltd,I0003,MCLEAN TRUCKING CO,MLN.2
007659,000003,06/30/1976,10/31/1982,S&P 500 Comp-Ltd,I0003,NLT CORP,NLT
003463,000003,06/30/1976,09/30/1984,S&P 500 Comp-Ltd,I0003,CONTINENTAL BANK CORP,CBK.2
008252,000003,06/30/1976,04/30/1985,S&P 500 Comp-Ltd,I0003,PABST BREWING CO,PABT
004732,000003,06/30/1976,03/31/1987,S&P 500 Comp-Ltd,I0003,FIRST PENNSYLVANIA CORP,FPA.
006058,000003,06/30/1976,03/31/1987,S&P 500 Comp-Ltd,I0003,INTERFIRST CORP,IFC.1
015448,000003,06/30/1976,05/31/1988,S&P 500 Comp-Ltd,I0003,DUKE ENERGY INDIANA INC,CIN3
004323,000003,06/30/1976,03/31/1989,S&P 500 Comp-Ltd,I0003,EMERY AIR FREIGHT CORP,EAF.1
007003,000003,06/30/1976,01/01/1992,S&P 500 Comp-Ltd,I0003,MANUFACTURERS HANOVER CORP,MHC.1
010705,000003,06/30/1976,11/30/1993,S&P 500 Comp-Ltd,I0003,TRAVELERS CORP,TIC.1
